filename,title,author,date,age_years,status,reasoning,technologies_str,deprecated_services_str,deprecated_versions_str,recommendations_str,content_length,has_images,has_code_blocks
2023-04-11-troubleshooting-no-space-left-on-device.md,Troubleshooting No space left on device,Edison Garcia,2023-04-11,2.4,update_required,"Post is 2.4 years old, should be reviewed",azure app service on linux; troubleshooting; azure functions; docker; deployment; nodejs; function app; app service linux,,,Review and update technical details for current best practices; Verify all links and references are still valid; Test any code examples with current versions; Cross-reference with current Microsoft Learn documentation; Update screenshots and UI references if applicable,4096,True,True
2023-04-13-Using-custom-startup-commands-with-Web-App-for-Containers.md,Using custom startup commands with Web App for Containers,Anthony Salemo,2023-04-13,2.4,update_required,"Post is 2.4 years old, should be reviewed",python; configuration; azure app service on linux; app service linux; nodejs; java; docker,,,Review and update technical details for current best practices; Verify all links and references are still valid; Test any code examples with current versions; Cross-reference with current Microsoft Learn documentation; Update screenshots and UI references if applicable,7674,True,True
2023-04-17-Python-Deployment-could-not-open-shared-object-file.md,Python Deployment could not open shared object file: no such file or directory,Keegan D'Souza,2023-04-17,2.4,update_required,"Post is 2.4 years old, should be reviewed; References deprecated technology versions: python 3.7",python; azure app service on linux; troubleshooting; nodejs; docker,,python 3.7,Update technology versions to currently supported versions; Consider updating python 3.7 to 3.12; Review and update technical details for current best practices; Verify all links and references are still valid; Test any code examples with current versions; Cross-reference with current Microsoft Learn documentation; Update screenshots and UI references if applicable,6290,True,True
2023-04-17-Troubleshooting-Container-didnt-respond-to-HTTP-pings-failing-to-start-site.md,"Troubleshooting 'Container didnt respond to HTTP pings on port, failing site start'",Anthony Salemo,2023-04-17,2.4,update_required,"Post is 2.4 years old, should be reviewed",configuration; compression; azure app service linux; deployment; nodejs; docker,,,Review and update technical details for current best practices; Verify all links and references are still valid; Test any code examples with current versions; Cross-reference with current Microsoft Learn documentation; Update screenshots and UI references if applicable,11936,False,False
2023-04-17-troubleshooting-python-deployments-on-appservice-linux.md,Troubleshooting Python deployments on App Service Linux,Edison Garcia,2023-04-17,2.4,update_required,"Post is 2.4 years old, should be reviewed",python; azure app service on linux; dotnet; deployments; docker; nodejs; function app; troubleshooting,,,Review and update technical details for current best practices; Verify all links and references are still valid; Test any code examples with current versions; Cross-reference with current Microsoft Learn documentation; Update screenshots and UI references if applicable,27628,True,True
2023-04-20-How-to-troubleshoot-Bring-Your-Own-Storage-(BYOS)-Issues-on-App-Service-Linux.md,How to troubleshooting Bring Your Own Storage (BYOS) issues on App Service Linux,Anthony Salemo,2023-04-20,2.4,update_required,"Post is 2.4 years old, should be reviewed",python; azure app service on linux; dotnet; deployments; docker; function app; troubleshooting,,,Review and update technical details for current best practices; Verify all links and references are still valid; Test any code examples with current versions; Cross-reference with current Microsoft Learn documentation; Update screenshots and UI references if applicable,12629,True,True
2023-05-04-Running-Puppeteer-on-Azure-App-Service-Linux.md,Running Puppeteer on Azure App Service Linux,Anthony Salemo,2023-05-04,2.3,update_required,"Post is 2.3 years old, should be reviewed; References deprecated technology versions: nodejs 6.",configuration; azure app service on linux; dotnet; deployments; docker; nodejs; troubleshooting,,nodejs 6.,Update technology versions to currently supported versions; Consider updating nodejs 6. to 22.; Review and update technical details for current best practices; Verify all links and references are still valid; Test any code examples with current versions; Cross-reference with current Microsoft Learn documentation; Update screenshots and UI references if applicable,15921,True,True
2023-05-15-Node-Deployments-and-node_modules-tar-gz-cannot-open-no-such-file-or-directory.md,Node Deployments and 'node_modules.tar.gz: cannot open: no such file or directory',Anthony Salemo,2023-05-15,2.3,update_required,"Post is 2.3 years old, should be reviewed",configuration; azure app service on linux; deployments; docker; nodejs; troubleshooting,,,Review and update technical details for current best practices; Verify all links and references are still valid; Test any code examples with current versions; Cross-reference with current Microsoft Learn documentation; Update screenshots and UI references if applicable,10990,False,True
2023-05-15-Python-Preformance-High-CPU-CProfile.md,Python Performance High CPU Using CProfile,Keegan D'Souza,2023-05-15,2.3,update_required,"Post is 2.3 years old, should be reviewed",azure app service on linux; python; performance,,,Review and update technical details for current best practices; Verify all links and references are still valid; Test any code examples with current versions; Cross-reference with current Microsoft Learn documentation; Update screenshots and UI references if applicable,6015,True,True
2023-05-16-Node-Deployments-and-npm-ERR!-Missing-script.md,Node Deployments and 'npm ERR! Missing script',Anthony Salemo,2023-05-16,2.3,update_required,"Post is 2.3 years old, should be reviewed",configuration; azure app service on linux; deployments; docker; nodejs; troubleshooting,,,Review and update technical details for current best practices; Verify all links and references are still valid; Test any code examples with current versions; Cross-reference with current Microsoft Learn documentation; Update screenshots and UI references if applicable,3033,True,True
2023-05-17-Deploying-a-SPA-served-by-a-Node-backend-on-the-same-Linux-App-Service.md,Deploying a SPA served by a Node backend on the same Linux App Service,Anthony Salemo,2023-05-17,2.3,update_required,"Post is 2.3 years old, should be reviewed; References deprecated technology versions: nodejs 6.",configuration; azure app service on linux; dotnet; deployments; docker; nodejs; php; troubleshooting,,nodejs 6.,Update technology versions to currently supported versions; Consider updating nodejs 6. to 22.; Review and update technical details for current best practices; Verify all links and references are still valid; Test any code examples with current versions; Cross-reference with current Microsoft Learn documentation; Update screenshots and UI references if applicable,13222,True,True
